directorio,secuencia_p,orden,formal,estrato1,sex,age,fweight,maxeduclevel,y_salary_m_hu,y_total_m,p6585s1,p6585s2,p6585s3,p6585s4
4521315,1,3,1.0,2.0,1.0,31.0,286.0,5.0,3586.12426757812,820857,0,1,0,0
4521316,1,2,1.0,1.0,1.0,32.0,303.0,7.0,4861.111328125,1112140,0,1,1,0
4521317,1,3,1.0,3.0,1.0,30.0,238.0,7.0,8166.66650390625,1400000,0,0,0,0
4521321,1,2,0.0,2.0,0.0,41.0,156.0,6.0,3645.83325195312,779000,0,0,1,0
4521322,1,1,1.0,3.0,0.0,34.0,250.0,5.0,3500.0,720000,0,0,0,0
4521324,1,1,1.0,2.0,1.0,32.0,301.0,6.0,3586.12426757812,820857,0,1,0,0
4521325,1,1,1.0,3.0,1.0,32.0,255.0,7.0,6287.037109375,2106473.25,1,1,0,0
4521325,1,2,1.0,3.0,0.0,28.0,255.0,7.0,4303.34912109375,827523.6875,0,1,0,0
4521326,1,1,1.0,1.0,1.0,35.0,352.0,6.0,5833.33349609375,1375140,0,1,1,0
4521326,1,2,0.0,1.0,0.0,34.0,352.0,3.0,4148.14794921875,480000,0,0,0,0
4521327,1,1,1.0,3.0,1.0,27.0,255.0,7.0,4781.4990234375,882333.4375,0,1,0,0
4521327,1,2,1.0,3.0,0.0,30.0,255.0,7.0,19444.4453125,2812500,0,0,0,0
4521328,1,1,1.0,3.0,1.0,47.0,352.0,7.0,11200.0,2656000,0,0,1,0
4521331,1,1,0.0,1.0,0.0,61.0,187.0,4.0,1750.0,3e+05,0,0,0,0
4521331,1,2,0.0,1.0,1.0,37.0,187.0,5.0,2868.8994140625,737717,0,0,0,0
4521332,1,1,0.0,1.0,1.0,36.0,214.0,7.0,3073.82080078125,737717,0,0,0,0
4521332,1,2,0.0,1.0,0.0,22.0,214.0,6.0,5185.18505859375,8e+05,0,0,0,0
4521334,1,2,1.0,2.0,1.0,45.0,259.0,6.0,2868.8994140625,737717,0,1,0,0
4521336,1,1,1.0,2.0,0.0,33.0,230.0,6.0,8296.2958984375,1708140,0,1,1,0
4521337,1,2,1.0,2.0,0.0,44.0,194.0,6.0,3586.12426757812,793383.6875,0,1,1,0
4521338,1,1,1.0,2.0,0.0,33.0,391.0,6.0,5347.22216796875,650000,0,1,0,0
4521340,1,1,1.0,3.0,0.0,42.0,254.0,6.0,3586.12426757812,879857,0,1,1,0
4521342,1,1,1.0,1.0,1.0,24.0,336.0,5.0,2361.11108398438,962740,0,1,1,0
4521343,1,2,1.0,3.0,0.0,22.0,129.0,7.0,4131.9443359375,1003973.3125,0,1,0,0
4521344,1,1,0.0,1.0,1.0,37.0,342.0,3.0,4083.33325195312,7e+05,0,0,0,0
4521345,1,2,0.0,2.0,0.0,47.0,219.0,3.0,2500.0,6e+05,0,0,0,0
4521346,1,1,0.0,1.0,1.0,26.0,301.0,7.0,2962.962890625,8e+05,0,0,0,0
4521346,1,2,0.0,1.0,0.0,23.0,301.0,6.0,1037.03698730469,2e+05,0,0,0,0
4521347,1,3,1.0,3.0,0.0,25.0,246.0,7.0,4303.34912109375,882333.4375,0,1,0,0
4521348,1,1,0.0,1.0,1.0,26.0,203.0,6.0,3888.88891601562,8e+05,0,0,0,0
4521351,1,1,1.0,3.0,1.0,33.0,255.0,7.0,5666.66650390625,1891666.625,1,0,0,0
4521351,1,2,1.0,3.0,0.0,30.0,255.0,7.0,4861.111328125,1166473.375,0,1,0,0
4521352,1,1,1.0,2.0,1.0,30.0,255.0,6.0,7129.62939453125,2688133.25,0,1,1,0
4521353,1,1,0.0,1.0,0.0,22.0,300.0,5.0,3750.0,9e+05,0,0,0,0
4521361,1,1,0.0,3.0,1.0,37.0,205.0,4.0,6250.0,1500000,0,0,0,0
4521361,1,2,0.0,3.0,0.0,36.0,205.0,4.0,2160.49389648438,5e+05,0,0,0,0
4521363,1,1,0.0,2.0,0.0,63.0,259.0,7.0,2488.88891601562,320000,0,0,0,0
4521363,1,2,0.0,2.0,1.0,32.0,259.0,7.0,3500.0,9e+05,0,0,0,0
4521367,1,2,1.0,3.0,0.0,48.0,186.0,6.0,7259.25927734375,1400000,0,0,0,0
4521367,1,3,1.0,3.0,0.0,30.0,186.0,7.0,11666.6669921875,427500,0,0,0,0
4521369,1,1,0.0,2.0,0.0,32.0,299.0,7.0,3888.88891601562,8e+05,0,0,0,0
4521373,1,1,1.0,2.0,1.0,54.0,254.0,5.0,5420.138671875,1289806.625,0,1,0,0
4521373,1,2,1.0,2.0,0.0,47.0,254.0,5.0,3586.12426757812,882523.6875,0,1,0,0
4521374,1,1,1.0,5.0,1.0,50.0,205.0,7.0,59393.9375,1.4e+07,0,0,0,0
4521374,1,2,1.0,5.0,0.0,50.0,205.0,7.0,10000.0,3e+06,0,0,0,0
4521375,1,1,1.0,5.0,0.0,42.0,201.0,7.0,12881.9443359375,2650000,0,0,0,0
4521377,1,1,1.0,2.0,1.0,40.0,263.0,6.0,3586.12426757812,912523.6875,0,1,1,0
4521382,1,1,0.0,2.0,1.0,39.0,263.0,7.0,18333.333984375,1100000,0,0,0,0
4521382,1,2,1.0,2.0,0.0,24.0,263.0,7.0,4131.9443359375,962740,0,1,1,0
4521384,1,1,1.0,2.0,1.0,24.0,266.0,6.0,3586.12426757812,883357,0,1,0,0
4521391,1,2,1.0,2.0,1.0,24.0,243.0,7.0,3586.12426757812,882333.4375,0,1,0,0
4521392,1,1,1.0,2.0,1.0,25.0,263.0,6.0,3586.12426757812,911333.4375,0,1,1,0
4521392,1,2,0.0,2.0,0.0,23.0,263.0,7.0,2074.07397460938,560000,0,0,0,0
4521395,1,3,1.0,3.0,1.0,40.0,254.0,7.0,7583.33349609375,1549806.625,0,1,0,0
4521395,1,4,1.0,3.0,0.0,40.0,254.0,7.0,35000.0,6500000,1,0,0,0
4521395,1,5,1.0,3.0,1.0,51.0,254.0,7.0,8166.66650390625,1550000,0,0,0,0
4521396,1,3,1.0,3.0,1.0,29.0,243.0,7.0,12152.77734375,2625000,0,0,0,0
4521396,1,4,1.0,3.0,1.0,48.0,243.0,7.0,10208.3330078125,2275000,0,0,0,0
4521397,1,1,1.0,2.0,0.0,35.0,239.0,7.0,4861.111328125,1070666.625,0,1,1,0
4521398,1,2,1.0,2.0,0.0,43.0,132.0,6.0,3586.12426757812,908190.3125,0,1,1,0
4521398,1,3,1.0,2.0,0.0,20.0,132.0,6.0,3586.12426757812,845857,0,1,0,0
4521399,1,2,1.0,3.0,0.0,30.0,421.0,6.0,4861.111328125,1030000,0,0,1,0
4521399,1,4,0.0,3.0,0.0,33.0,421.0,6.0,1166.66662597656,40000,0,0,0,0
4521404,1,5,0.0,3.0,0.0,36.0,313.0,6.0,1750.0,3e+05,0,0,0,0
4521404,1,7,1.0,3.0,0.0,64.0,313.0,6.0,3888.88891601562,8e+05,0,0,0,0
4521407,1,2,0.0,2.0,1.0,29.0,243.0,1.0,3535.353515625,1e+06,0,0,0,0
4521407,1,4,0.0,2.0,1.0,21.0,243.0,4.0,5833.33349609375,1e+06,0,0,0,0
4521408,1,1,1.0,3.0,1.0,41.0,194.0,7.0,6611.111328125,1833333.375,0,0,0,0
4521408,1,2,1.0,3.0,0.0,40.0,194.0,6.0,6066.66650390625,1487306.625,0,1,0,0
4521408,1,3,1.0,3.0,1.0,21.0,194.0,7.0,6416.66650390625,1228973.375,0,1,0,0
4521408,1,4,1.0,3.0,0.0,20.0,194.0,6.0,3586.12426757812,820857,0,1,0,0
4521411,1,1,1.0,3.0,0.0,43.0,239.0,7.0,7291.66650390625,1691666.625,0,0,0,0
4521411,1,2,1.0,3.0,1.0,21.0,239.0,6.0,5347.22216796875,1166666.625,0,1,0,0
4521413,1,2,1.0,4.0,0.0,53.0,313.0,7.0,68055.5546875,14116666,0,0,0,0
4521413,1,3,1.0,4.0,1.0,26.0,313.0,6.0,3586.12426757812,848383.6875,0,1,0,0
4521413,1,4,1.0,4.0,0.0,29.0,313.0,7.0,6805.5556640625,1491500,0,0,1,0
4521416,1,2,1.0,2.0,0.0,37.0,292.0,7.0,4861.111328125,1224473.375,0,1,1,0
4521417,1,2,1.0,3.0,0.0,26.0,255.0,7.0,12250.0,2358140,0,1,0,0
4521421,1,1,1.0,2.0,0.0,42.0,152.0,6.0,4666.66650390625,1058140,0,1,0,0
4521422,1,2,1.0,3.0,0.0,31.0,303.0,6.0,3442.67944335938,907333.4375,1,1,1,0
4521423,1,1,1.0,1.0,1.0,25.0,303.0,7.0,2459.056640625,849857,0,1,1,0
4521424,1,1,1.0,3.0,1.0,63.0,227.0,5.0,4861.111328125,1083333.375,0,1,0,0
4521425,1,1,1.0,3.0,0.0,33.0,239.0,6.0,6319.4443359375,1333333.375,0,1,0,0
4521427,1,2,1.0,3.0,1.0,38.0,238.0,5.0,3772.22216796875,970000,0,1,0,0
4521427,1,3,1.0,3.0,0.0,56.0,238.0,4.0,3888.88891601562,8e+05,0,1,0,0
4521428,1,2,1.0,3.0,0.0,30.0,242.0,7.0,14583.3330078125,3250000,0,0,0,0
4521429,1,1,1.0,1.0,1.0,27.0,301.0,6.0,3589.74365234375,1166473.375,0,1,0,0
4521437,1,1,1.0,3.0,1.0,57.0,189.0,5.0,3187.666015625,882333.4375,0,1,0,0
4521437,1,2,0.0,3.0,0.0,21.0,189.0,7.0,4303.34912109375,737717,0,0,0,0
4521438,1,1,1.0,3.0,1.0,48.0,331.0,7.0,10694.4443359375,2408333.25,0,0,1,0
4521438,1,2,1.0,3.0,0.0,40.0,331.0,7.0,9236.111328125,2058333.375,0,0,0,0
4521439,1,1,0.0,3.0,0.0,25.0,250.0,7.0,9625.0,330000,0,0,0,0
4521449,1,2,1.0,2.0,1.0,58.0,172.0,4.0,3888.88891601562,8e+05,0,0,0,0
4521449,1,3,1.0,2.0,0.0,27.0,172.0,7.0,4666.66650390625,983140,0,1,0,0
4521449,1,4,1.0,2.0,0.0,23.0,172.0,7.0,2608.09033203125,883357,0,1,0,0
4521452,1,3,0.0,2.0,1.0,21.0,292.0,6.0,3442.67944335938,737717,0,0,0,0
4521453,1,1,1.0,2.0,0.0,45.0,239.0,5.0,3442.67944335938,820857,0,1,0,0
4521456,1,2,1.0,2.0,1.0,36.0,169.0,7.0,3888.88891601562,1007806.6875,0,1,1,0
4521473,1,1,1.0,2.0,0.0,55.0,288.0,5.0,1852.94116210938,668140,0,1,0,0
4521473,1,2,1.0,2.0,0.0,37.0,288.0,6.0,3586.12426757812,882333.4375,0,1,1,0
4524061,1,1,1.0,3.0,1.0,25.0,301.0,7.0,5833.33349609375,1316666.75,0,1,0,0
4524061,1,2,1.0,3.0,0.0,24.0,301.0,7.0,10694.4443359375,2395666.5,0,0,1,0
4524062,1,1,1.0,3.0,0.0,34.0,338.0,6.0,4958.33349609375,1028806.6875,0,1,1,0
4524972,1,1,1.0,2.0,1.0,54.0,243.0,4.0,3586.12426757812,799193.4375,0,1,0,0
4524973,1,2,0.0,3.0,0.0,43.0,292.0,7.0,5600.0,240000,0,0,0,0
4524974,1,1,1.0,3.0,1.0,59.0,366.0,7.0,23333.333984375,3125000,0,0,0,0
4524976,1,1,0.0,1.0,1.0,24.0,383.0,6.0,4320.98779296875,1e+06,0,0,0,0
4524978,1,1,1.0,1.0,0.0,23.0,141.0,7.0,3586.12426757812,800217,0,1,0,0
4524978,1,3,0.0,1.0,0.0,49.0,141.0,4.0,666.666687011719,2e+05,0,0,0,0
4524981,1,1,1.0,1.0,1.0,50.0,350.0,6.0,4861.111328125,1173616.375,0,1,1,0
4524982,1,1,1.0,1.0,1.0,23.0,198.0,3.0,3966.66674804688,1003973.3125,0,1,0,0
4524983,1,7,0.0,2.0,1.0,72.0,257.0,3.0,1750.0,3e+05,0,0,0,0
4524985,1,1,1.0,1.0,1.0,46.0,263.0,5.0,3850.0,1019000,0,1,1,0
4526753,1,1,1.0,3.0,1.0,54.0,303.0,7.0,8750.0,1800000,0,0,0,0
4526753,1,2,1.0,3.0,0.0,50.0,303.0,7.0,29555.5546875,4116666.75,0,0,0,0
4526754,1,2,1.0,3.0,0.0,27.0,321.0,7.0,7777.77783203125,1816473.375,0,1,0,0
4526758,1,2,1.0,2.0,0.0,46.0,255.0,3.0,2964.94262695312,820140,0,1,0,0
4526758,1,1,1.0,2.0,1.0,48.0,255.0,4.0,6533.33349609375,1516666.625,0,1,0,0
4526759,1,1,1.0,5.0,0.0,51.0,231.0,7.0,75833.3359375,1.3e+07,0,0,0,0
4526759,1,2,0.0,5.0,0.0,28.0,231.0,7.0,4375.0,9e+05,0,0,0,0
4526760,1,1,1.0,5.0,1.0,32.0,331.0,4.0,3586.12426757812,882333.4375,0,1,0,0
4526761,1,1,1.0,2.0,0.0,50.0,342.0,6.0,3586.12426757812,917123.6875,0,1,1,0
4526762,1,1,0.0,2.0,0.0,29.0,386.0,5.0,1666.66662597656,450000,0,0,0,0
4526763,1,1,1.0,2.0,1.0,34.0,299.0,6.0,3586.12426757812,911333.4375,0,1,1,0
4526766,1,1,1.0,4.0,0.0,62.0,254.0,7.0,21388.888671875,3575000,0,0,0,0
4526767,1,2,0.0,2.0,0.0,46.0,243.0,5.0,7000.0,650000,0,0,0,0
4526769,1,2,1.0,2.0,0.0,25.0,348.0,7.0,4303.34912109375,947523.6875,0,1,1,0
4526769,1,1,1.0,2.0,1.0,26.0,348.0,6.0,3586.12426757812,880857,0,1,1,0
4526770,1,1,1.0,2.0,1.0,53.0,296.0,6.0,4375.0,1058140,0,1,0,0
4526772,1,2,0.0,5.0,0.0,58.0,247.0,4.0,6805.5556640625,758333.3125,0,0,0,0
4526772,1,1,1.0,5.0,1.0,42.0,247.0,4.0,3586.12426757812,829193.4375,0,0,1,0
4526773,1,1,1.0,2.0,1.0,34.0,303.0,7.0,5541.66650390625,2925000,0,0,1,0
4526773,1,2,1.0,2.0,0.0,25.0,303.0,7.0,6333.33349609375,3933333.5,0,0,0,0
4526776,1,1,1.0,4.0,0.0,43.0,152.0,7.0,30333.333984375,5616666.5,0,0,0,0
4526778,1,4,1.0,5.0,0.0,28.0,210.0,4.0,4375.0,9e+05,0,0,0,0
4526779,1,2,1.0,3.0,0.0,54.0,234.0,7.0,23333.333984375,4500000,0,0,0,0
4526780,1,2,1.0,3.0,0.0,45.0,246.0,7.0,14583.3330078125,3e+06,0,0,0,0
4526782,1,1,1.0,5.0,1.0,22.0,198.0,6.0,3586.12426757812,737717,0,0,0,0
4526783,1,3,1.0,2.0,1.0,25.0,187.0,7.0,5600.0,1300000,0,0,0,0
4526784,1,1,1.0,2.0,1.0,53.0,341.0,6.0,3586.12426757812,812717,0,1,0,0
4526785,1,1,1.0,3.0,1.0,31.0,288.0,6.0,6173.611328125,1353140,0,1,0,0
4526785,1,3,1.0,3.0,0.0,54.0,288.0,6.0,3815.97216796875,785000,0,1,0,0
4526785,1,4,1.0,3.0,1.0,25.0,288.0,6.0,4861.111328125,1112440,0,1,1,0
4526785,1,5,1.0,3.0,0.0,23.0,288.0,7.0,4861.111328125,1166473.375,0,1,0,0
4526786,1,3,1.0,2.0,1.0,35.0,219.0,6.0,4010.41674804688,976890,0,1,0,0
4526786,1,2,1.0,2.0,1.0,58.0,219.0,5.0,3888.88891601562,949806.6875,0,1,0,0
4526787,1,2,0.0,2.0,1.0,30.0,259.0,6.0,4537.037109375,350000,0,0,0,0
4526788,1,1,1.0,3.0,1.0,62.0,176.0,7.0,29366.900390625,6694623.5,0,0,0,0
4526788,1,2,1.0,3.0,0.0,54.0,176.0,7.0,10359.02734375,2131000,0,0,0,0
4526788,1,3,1.0,3.0,0.0,22.0,176.0,7.0,4861.111328125,1230000,0,1,0,1
4526790,1,1,1.0,2.0,1.0,28.0,303.0,7.0,5833.33349609375,1546266.625,0,0,1,0
4526791,1,1,1.0,2.0,1.0,32.0,282.0,6.0,3586.12426757812,800217,0,1,0,0
4526792,1,5,1.0,2.0,0.0,19.0,303.0,6.0,3586.12426757812,882333.4375,0,1,0,0
4526792,1,1,1.0,2.0,1.0,27.0,303.0,6.0,4861.111328125,1224473.375,0,1,1,0
4526794,1,3,1.0,3.0,1.0,28.0,234.0,7.0,8750.0,1625000,0,0,0,0
4526795,1,2,0.0,2.0,0.0,18.0,152.0,7.0,3586.12426757812,737717,0,0,0,0
4526795,1,1,1.0,2.0,0.0,38.0,152.0,7.0,3586.12426757812,754383.6875,0,0,0,0
4526796,1,1,1.0,3.0,0.0,54.0,239.0,6.0,5590.27783203125,1503806.75,1,1,1,0
4526797,1,1,1.0,3.0,0.0,40.0,429.0,7.0,7000.0,1200000,0,0,0,0
4526798,1,3,1.0,3.0,0.0,24.0,210.0,7.0,7000.0,1283140,1,1,0,0
4526798,1,5,1.0,3.0,0.0,48.0,210.0,6.0,3586.12426757812,882333.4375,0,1,0,0
4526801,1,1,1.0,3.0,1.0,46.0,194.0,6.0,3589.74365234375,1195473.375,0,1,1,0
4526801,1,5,1.0,3.0,0.0,21.0,194.0,7.0,3586.12426757812,820857,0,1,0,0
4526803,1,2,0.0,3.0,0.0,40.0,194.0,5.0,2333.33325195312,4e+05,0,0,0,0
4526803,1,1,1.0,3.0,1.0,46.0,194.0,6.0,4375.0,1e+06,0,1,0,0
4526803,1,3,1.0,3.0,0.0,20.0,194.0,6.0,4375.0,1100000,0,1,0,0
4526804,1,2,0.0,2.0,0.0,46.0,205.0,6.0,3500.0,6e+05,0,0,0,0
4526804,1,1,1.0,2.0,1.0,46.0,205.0,5.0,5833.33349609375,1383140,0,1,0,0
4526805,1,2,1.0,3.0,0.0,38.0,478.0,7.0,7291.66650390625,1712000,0,0,1,0
4526808,1,1,0.0,2.0,0.0,40.0,263.0,5.0,1866.66662597656,480000,0,0,0,0
4526808,1,2,0.0,2.0,1.0,42.0,263.0,4.0,1215.27783203125,250000,0,0,0,0
4526811,1,1,0.0,1.0,1.0,38.0,207.0,6.0,3402.77783203125,7e+05,0,0,0,0
4526812,1,2,0.0,1.0,0.0,48.0,239.0,6.0,3060.5556640625,787000,0,0,0,0
4526813,1,6,1.0,1.0,1.0,35.0,223.0,6.0,4131.9443359375,964806.6875,0,1,0,0
4526814,1,4,1.0,1.0,1.0,23.0,236.0,6.0,4131.9443359375,912500,0,0,0,0
4526816,1,1,1.0,2.0,1.0,35.0,352.0,6.0,2777.77783203125,1225473.375,0,1,1,0
4526817,1,1,1.0,2.0,1.0,22.0,290.0,6.0,5055.5556640625,1170306.625,0,1,1,0
4526818,1,1,1.0,2.0,1.0,32.0,342.0,7.0,7000.0,2100000,0,0,1,0
4526821,1,2,1.0,2.0,0.0,34.0,352.0,7.0,3586.12426757812,810383.6875,0,1,1,0
4526823,1,1,1.0,1.0,1.0,34.0,352.0,6.0,3902.298828125,1049166.625,0,1,0,0
4526825,2,2,1.0,1.0,0.0,25.0,313.0,7.0,4131.9443359375,1053806.75,0,1,1,0
4526825,2,1,0.0,1.0,1.0,28.0,313.0,6.0,5833.33349609375,750000,0,0,0,0
4526827,1,1,1.0,3.0,0.0,59.0,299.0,7.0,8750.0,1950000,0,0,0,0
4526827,1,2,1.0,3.0,1.0,30.0,299.0,7.0,9236.111328125,2141666.75,1,1,0,0
4526832,1,1,1.0,2.0,1.0,32.0,256.0,7.0,4861.111328125,1753973.375,0,1,0,0
4526832,3,1,1.0,2.0,1.0,37.0,256.0,6.0,3586.12426757812,1082333.375,0,1,0,0
4526834,1,1,1.0,2.0,1.0,34.0,263.0,7.0,8944.4443359375,2491666.75,0,0,0,0
4526836,1,1,1.0,2.0,0.0,55.0,243.0,5.0,4666.66650390625,949806.6875,1,1,0,0
4526836,1,2,1.0,2.0,1.0,36.0,243.0,7.0,5250.0,983140,0,1,0,0
4526836,1,4,1.0,2.0,1.0,56.0,243.0,7.0,8750.0,1800000,0,0,0,0
4526837,1,2,1.0,3.0,0.0,43.0,183.0,6.0,3586.12426757812,821157,0,1,0,0
4526837,1,1,1.0,3.0,1.0,50.0,183.0,6.0,8750.0,2001000,0,0,1,0
4526839,1,1,1.0,3.0,0.0,52.0,250.0,7.0,9722.22265625,2333333.5,0,0,0,0
4526840,1,2,0.0,2.0,0.0,50.0,181.0,5.0,4958.33349609375,850000,0,0,0,0
4526840,1,1,1.0,2.0,1.0,56.0,181.0,4.0,5833.33349609375,1300000,0,0,0,0
4526840,1,3,1.0,2.0,0.0,21.0,181.0,7.0,3888.88891601562,884000,0,1,0,0
4526841,1,1,1.0,3.0,1.0,50.0,232.0,7.0,28000.0,6666666.5,0,0,0,0
4526842,1,1,1.0,2.0,1.0,24.0,236.0,6.0,3586.12426757812,820857,0,1,0,0
4526842,1,2,1.0,2.0,1.0,22.0,236.0,6.0,4565.21728515625,1401473.375,0,1,0,0
4526845,1,1,1.0,2.0,0.0,50.0,210.0,6.0,4454.54541015625,1920640,0,1,0,0
4526845,1,3,1.0,2.0,1.0,26.0,210.0,7.0,6862.7451171875,1531666.625,0,0,0,0
4526846,1,4,1.0,2.0,1.0,31.0,275.0,6.0,4715.27783203125,1162973.375,0,1,1,0
4526846,1,3,1.0,2.0,0.0,30.0,275.0,7.0,8166.66650390625,1625666.625,0,1,1,0
4526848,1,2,0.0,2.0,0.0,43.0,194.0,6.0,4666.66650390625,3e+05,0,0,0,0
4526848,1,1,1.0,2.0,1.0,41.0,194.0,5.0,5833.33349609375,1316666.625,0,1,0,0
4526849,1,1,1.0,3.0,1.0,49.0,263.0,7.0,19444.4453125,4500000,0,0,0,0
4526850,1,1,1.0,3.0,1.0,55.0,219.0,7.0,34027.77734375,7e+06,1,0,0,0
4526851,1,2,0.0,2.0,0.0,19.0,201.0,6.0,1333.33337402344,4e+05,0,1,0,0
4526852,1,3,1.0,2.0,0.0,26.0,222.0,6.0,4861.111328125,1174806.625,0,1,0,0
4526855,1,3,1.0,3.0,0.0,25.0,246.0,7.0,11666.6669921875,2083333.375,0,0,0,0
4526855,1,2,0.0,3.0,0.0,48.0,246.0,7.0,9722.22265625,5e+05,0,0,0,0
4526856,1,3,1.0,2.0,1.0,37.0,243.0,5.0,3586.12426757812,820857,0,1,0,0
4526856,1,1,0.0,2.0,1.0,69.0,243.0,3.0,5133.33349609375,1100000,0,0,0,0
4526857,1,1,0.0,2.0,1.0,68.0,243.0,4.0,6533.33349609375,140000,0,0,0,0
4526862,1,2,1.0,2.0,0.0,33.0,303.0,7.0,5347.22216796875,1170666.625,0,1,1,0
4526863,1,1,1.0,2.0,1.0,26.0,263.0,6.0,3586.12426757812,864857,0,1,1,0
4526864,1,1,1.0,2.0,0.0,53.0,250.0,5.0,3586.12426757812,883357,0,1,0,0
4526865,1,2,0.0,3.0,0.0,47.0,259.0,5.0,3888.88891601562,8e+05,0,0,0,0
4526865,1,3,0.0,3.0,1.0,25.0,259.0,6.0,3888.88891601562,8e+05,0,1,0,0
4526867,1,1,1.0,2.0,0.0,52.0,341.0,5.0,3586.12426757812,883357,0,1,0,0
4526869,1,1,0.0,2.0,1.0,24.0,198.0,6.0,3818.18188476562,950000,0,0,0,0
4526871,1,3,1.0,4.0,1.0,22.0,194.0,7.0,4861.111328125,1e+06,0,0,0,0
4526873,1,4,1.0,4.0,1.0,44.0,250.0,7.0,12962.962890625,2166666.75,0,0,0,0
4526873,1,3,1.0,4.0,0.0,62.0,250.0,7.0,78750.0,16233333,0,0,0,0
4526874,1,2,1.0,3.0,0.0,41.0,331.0,7.0,3586.12426757812,911333.4375,0,1,1,0
4526874,1,1,1.0,3.0,1.0,38.0,331.0,7.0,7291.66650390625,1679000,0,1,1,0
4526875,1,1,0.0,2.0,0.0,38.0,282.0,3.0,3333.33325195312,1056000,0,0,1,0
4526875,1,2,0.0,2.0,1.0,39.0,282.0,3.0,4000.0,1200000,0,0,0,0
4526876,1,2,0.0,2.0,0.0,38.0,246.0,6.0,4303.34912109375,804383.6875,0,1,0,0
4526877,1,3,1.0,3.0,0.0,53.0,217.0,4.0,3586.12426757812,882333.4375,0,1,0,0
4526877,1,4,1.0,3.0,0.0,42.0,217.0,7.0,4861.111328125,1e+06,0,1,0,0
4526879,1,1,1.0,2.0,1.0,26.0,263.0,5.0,2868.8994140625,904190.3125,0,1,0,0
4526882,1,2,1.0,3.0,0.0,45.0,243.0,6.0,5833.33349609375,1300000,0,0,0,0
4526883,1,4,1.0,2.0,0.0,36.0,207.0,3.0,3966.66674804688,1028973.3125,0,1,1,0
4526883,1,5,0.0,2.0,1.0,20.0,207.0,6.0,3111.11108398438,4e+05,0,0,0,0
4526884,1,3,1.0,2.0,1.0,40.0,243.0,6.0,4303.34912109375,882333.4375,0,1,0,0
4526886,1,1,0.0,2.0,0.0,59.0,254.0,3.0,3586.12426757812,887523.6875,0,1,0,0
4526887,1,2,1.0,2.0,1.0,57.0,272.0,4.0,4964.5390625,1166473.375,0,1,0,0
4526887,1,3,0.0,2.0,0.0,22.0,272.0,7.0,4303.34912109375,820857,0,1,0,0
4526888,2,2,1.0,2.0,1.0,29.0,247.0,7.0,3240.74072265625,1066666.625,0,1,0,0
4526889,1,2,0.0,2.0,0.0,38.0,243.0,1.0,3125.0,750000,0,0,0,0
4526889,1,1,1.0,2.0,1.0,30.0,243.0,5.0,4861.111328125,1083140,0,1,0,0
4526889,1,3,1.0,2.0,1.0,19.0,243.0,5.0,4861.111328125,1083140,0,1,0,0
4526891,1,1,1.0,2.0,1.0,29.0,303.0,6.0,6319.4443359375,1483140,0,1,0,0
4526891,1,2,1.0,2.0,0.0,36.0,303.0,7.0,11666.6669921875,2277806.75,1,1,1,0
4526892,1,3,1.0,2.0,1.0,54.0,238.0,6.0,5833.33349609375,1241666.625,0,1,0,0
4526893,1,1,0.0,3.0,1.0,39.0,292.0,6.0,5833.33349609375,1200000,0,0,0,0
4526893,1,2,1.0,3.0,0.0,37.0,292.0,7.0,6000.0,1041140,0,1,1,0
4526894,1,1,0.0,3.0,0.0,56.0,254.0,3.0,4861.111328125,1166473.375,0,1,0,0
4526895,1,3,1.0,3.0,1.0,24.0,170.0,7.0,3586.12426757812,894000.125,0,1,0,0
4526895,1,2,1.0,3.0,0.0,26.0,170.0,7.0,3733.33325195312,945640,0,1,0,0
4526896,1,1,1.0,3.0,1.0,51.0,303.0,5.0,13461.5380859375,3e+06,0,0,0,0
4526899,1,1,1.0,2.0,0.0,40.0,152.0,7.0,8750.0,2010000,0,1,1,1
4526900,1,4,1.0,3.0,0.0,27.0,325.0,7.0,4375.0,1087140,0,1,1,0
4526900,1,2,1.0,3.0,0.0,28.0,325.0,7.0,7291.66650390625,1708140,0,1,0,0
4526902,1,2,1.0,3.0,1.0,24.0,236.0,7.0,4375.0,1758140,0,1,0,0
4526903,1,1,1.0,3.0,0.0,23.0,214.0,7.0,4303.34912109375,851190.3125,0,1,0,0
4526903,1,2,1.0,3.0,1.0,32.0,214.0,7.0,3586.12426757812,1651190.375,0,1,0,0
4526904,1,2,1.0,3.0,0.0,23.0,350.0,6.0,2828.28271484375,8e+05,0,0,0,0
4526907,1,5,1.0,3.0,1.0,21.0,158.0,7.0,3586.12426757812,820857,0,1,0,0
4526908,1,1,1.0,3.0,0.0,40.0,228.0,7.0,15750.0,2700000,0,0,0,0
4526909,1,1,1.0,3.0,1.0,42.0,331.0,7.0,23333.333984375,5200000,0,0,0,0
4526910,1,1,1.0,2.0,1.0,57.0,239.0,4.0,3586.12426757812,737717,0,0,0,0
4526913,1,2,1.0,3.0,1.0,46.0,209.0,7.0,5833.33349609375,1149806.625,0,1,0,0
4526913,1,1,1.0,3.0,0.0,55.0,209.0,7.0,34027.77734375,7583333.5,0,0,0,0
4526914,1,1,1.0,2.0,0.0,50.0,303.0,7.0,13416.6669921875,2566666.75,0,1,0,0
4526915,1,1,0.0,2.0,0.0,48.0,250.0,6.0,933.333312988281,2e+05,0,0,0,0
