directorio,secuencia_p,orden,formal,estrato1,sex,age,fweight,maxeduclevel,y_salary_m_hu,y_total_m,p6585s1,p6585s2,p6585s3,p6585s4
4655236,1,1,1.0,1.0,1.0,27.0,337.0,7.0,6319.4443359375,1366666.625,0,1,0,0
4655236,1,2,1.0,1.0,0.0,26.0,337.0,7.0,6499.3056640625,1498666.625,0,1,1,0
4655238,1,3,1.0,2.0,1.0,25.0,209.0,6.0,4537.037109375,1658333.375,0,0,0,0
4655241,1,1,1.0,2.0,0.0,53.0,191.0,6.0,3888.88891601562,948211,0,1,0,0
4655241,1,3,1.0,2.0,0.0,20.0,191.0,6.0,4375.0,990000,0,1,0,0
4655242,1,1,0.0,1.0,1.0,29.0,215.0,5.0,4375.0,9e+05,0,0,0,0
4655243,1,1,1.0,4.0,1.0,34.0,215.0,7.0,49354.859375,10153000,0,0,0,0
4655243,1,2,1.0,4.0,1.0,30.0,215.0,7.0,15555.5556640625,4208333.5,1,1,0,0
4655244,1,1,1.0,4.0,1.0,39.0,215.0,7.0,87500.0,16250000,0,0,0,0
4655245,1,1,1.0,6.0,0.0,57.0,218.0,7.0,38888.890625,8e+06,0,0,0,0
4655246,1,1,1.0,4.0,1.0,48.0,216.0,7.0,61250.0,10500000,0,0,0,0
4655247,1,1,1.0,6.0,0.0,32.0,227.0,7.0,34027.77734375,7291666.5,0,0,0,0
4655250,1,2,0.0,4.0,0.0,33.0,218.0,7.0,8333.3330078125,2e+06,0,0,0,0
4655252,1,1,1.0,2.0,0.0,55.0,226.0,5.0,3797.7041015625,931953,0,1,0,0
4655252,1,2,0.0,2.0,0.0,21.0,226.0,7.0,2041.66662597656,140000,0,0,0,0
4655252,1,4,0.0,2.0,1.0,21.0,226.0,7.0,3797.7041015625,781242,0,0,0,0
4655254,1,1,1.0,6.0,1.0,58.0,192.0,7.0,29166.666015625,7791666.5,0,0,0,0
4655254,1,2,1.0,6.0,0.0,36.0,192.0,7.0,24305.5546875,5e+06,0,0,0,0
4655255,1,1,0.0,2.0,1.0,46.0,225.0,7.0,4977.77783203125,1026666.6875,0,0,0,0
4655258,1,1,1.0,2.0,1.0,51.0,206.0,6.0,8296.2958984375,1600000,0,0,0,0
4655258,1,2,1.0,2.0,0.0,49.0,206.0,6.0,9916.6669921875,2196877.5,1,1,1,0
4655259,1,1,1.0,2.0,1.0,44.0,216.0,3.0,4044.4443359375,1128211,0,1,0,0
4655259,1,2,1.0,2.0,0.0,28.0,216.0,5.0,4355.5556640625,1208211,0,1,0,0
4655260,1,1,1.0,2.0,1.0,56.0,272.0,4.0,3797.7041015625,954733,1,1,0,1
4655260,1,2,0.0,2.0,0.0,55.0,272.0,5.0,6300.0,540000,0,0,0,0
4655260,1,3,1.0,2.0,0.0,36.0,272.0,5.0,4142.9501953125,929453,0,1,1,0
4655262,1,1,1.0,1.0,1.0,27.0,216.0,6.0,5833.33349609375,1200000,0,1,0,0
4655262,1,2,0.0,1.0,0.0,28.0,216.0,6.0,5833.33349609375,1200000,0,0,0,0
4655263,1,1,1.0,3.0,0.0,44.0,251.0,7.0,9722.22265625,2197666.75,0,0,1,0
4655264,1,1,1.0,2.0,0.0,25.0,251.0,6.0,4375.0,1093211,0,1,1,0
4655265,1,1,1.0,3.0,1.0,65.0,216.0,7.0,21875.0,5441666.5,0,0,0,0
4655271,1,1,0.0,2.0,1.0,31.0,219.0,6.0,4375.0,9e+05,0,0,0,0
4655271,1,2,0.0,2.0,0.0,30.0,219.0,6.0,3797.7041015625,781242,0,0,0,0
4655271,1,4,0.0,2.0,1.0,28.0,219.0,6.0,2916.66674804688,6e+05,0,0,0,0
4655271,1,5,1.0,2.0,1.0,26.0,219.0,6.0,5541.66650390625,1140000,0,1,0,0
4655272,1,1,1.0,2.0,1.0,35.0,225.0,6.0,4375.0,1038211,0,1,0,0
4655273,1,1,1.0,2.0,1.0,27.0,265.0,6.0,4375.0,1005000,0,1,1,0
4655274,1,1,0.0,2.0,1.0,24.0,258.0,6.0,6481.4814453125,533333.3125,0,0,0,0
4655276,1,1,1.0,2.0,1.0,31.0,313.0,6.0,5347.22216796875,1279877.625,0,1,0,0
4655277,1,1,1.0,2.0,1.0,28.0,239.0,6.0,6319.4443359375,1438333.375,0,1,1,0
4655278,1,2,0.0,2.0,0.0,23.0,202.0,5.0,3038.16333007812,869453,0,1,0,0
4655280,1,1,1.0,2.0,1.0,37.0,313.0,6.0,7777.77783203125,1600000,0,0,0,0
4655282,1,1,1.0,2.0,1.0,55.0,215.0,6.0,7000.0,1625000,0,0,0,0
4655284,1,3,1.0,2.0,1.0,25.0,206.0,7.0,3797.7041015625,869453,0,1,0,0
4655285,1,1,0.0,2.0,1.0,24.0,235.0,6.0,3694.4443359375,789166.6875,0,0,0,0
4655286,1,2,0.0,2.0,1.0,22.0,224.0,6.0,1944.44445800781,2e+05,0,0,0,0
4655287,3,1,1.0,3.0,0.0,38.0,261.0,7.0,7777.77783203125,1800000,0,0,0,0
4655289,1,1,1.0,3.0,1.0,47.0,167.0,7.0,34027.77734375,7e+06,0,0,0,0
4655289,1,3,1.0,3.0,0.0,18.0,167.0,7.0,5833.33349609375,1288211,0,1,0,0
4655290,1,1,0.0,2.0,0.0,59.0,241.0,5.0,5250.0,360000,0,0,0,0
4655291,1,1,1.0,2.0,0.0,40.0,226.0,4.0,3797.7041015625,958619.6875,0,1,1,0
4655293,1,2,0.0,2.0,0.0,42.0,167.0,6.0,1866.66662597656,40000,0,0,0,0
4655294,1,1,1.0,3.0,1.0,29.0,240.0,6.0,3672.83959960938,1268500,0,1,1,0
4655295,1,1,0.0,3.0,0.0,51.0,213.0,6.0,5000.0,1050000,0,0,0,0
4655295,1,2,0.0,3.0,1.0,54.0,213.0,6.0,3888.88891601562,8e+05,0,0,0,0
4655295,1,4,0.0,3.0,1.0,22.0,213.0,6.0,3797.7041015625,781242,0,0,0,0
4655295,1,5,0.0,3.0,0.0,22.0,213.0,7.0,2666.66674804688,720000,0,0,0,0
4655295,1,7,0.0,3.0,1.0,23.0,213.0,7.0,3797.7041015625,781242,0,0,0,0
4655296,1,1,1.0,2.0,1.0,56.0,243.0,4.0,3797.7041015625,781242,0,0,0,0
4655299,1,3,0.0,2.0,1.0,35.0,223.0,7.0,2800.0,9e+05,0,0,0,0
4655303,1,1,1.0,2.0,0.0,24.0,249.0,7.0,6319.4443359375,1408333.375,0,1,1,0
4655303,1,2,0.0,2.0,1.0,28.0,249.0,7.0,6319.4443359375,1300000,0,0,0,0
4655308,1,2,0.0,1.0,0.0,27.0,313.0,5.0,6666.66650390625,4e+05,0,0,0,0
4655309,1,1,1.0,3.0,1.0,26.0,216.0,7.0,12152.77734375,2708333.25,0,0,0,0
4655309,1,2,1.0,3.0,0.0,31.0,216.0,7.0,6825.0,1308211,0,1,0,0
4655310,1,3,1.0,3.0,0.0,24.0,191.0,7.0,8400.0,1866666.625,0,0,0,0
4655311,1,1,0.0,1.0,1.0,40.0,313.0,4.0,4375.0,9e+05,0,0,0,0
4655312,1,1,1.0,1.0,1.0,30.0,313.0,6.0,3797.7041015625,984786.3125,0,1,1,0
4655313,1,1,1.0,2.0,0.0,38.0,214.0,6.0,3375.73706054688,898453,0,1,1,0
4655313,1,2,0.0,2.0,1.0,19.0,214.0,5.0,5600.0,1200000,0,0,0,0
4655314,1,1,1.0,2.0,1.0,25.0,204.0,7.0,8263.888671875,3333333.25,0,0,0,1
4655314,1,3,1.0,2.0,1.0,31.0,204.0,7.0,7291.66650390625,1625000,0,1,0,0
4655315,1,1,1.0,1.0,0.0,39.0,208.0,6.0,4375.0,1054877.625,0,1,0,0
4655315,1,4,1.0,1.0,0.0,19.0,208.0,7.0,3797.7041015625,894453,0,1,0,0
4655316,1,1,0.0,2.0,0.0,38.0,226.0,6.0,4050.88452148438,847908.6875,0,0,0,0
4655317,1,2,0.0,1.0,0.0,23.0,225.0,6.0,933.333312988281,80000,0,0,0,0
4655318,1,1,0.0,1.0,1.0,40.0,214.0,4.0,3797.7041015625,781242,0,0,0,0
4655319,1,2,1.0,2.0,0.0,31.0,289.0,6.0,3797.7041015625,992929.4375,0,1,1,0
4655320,1,1,0.0,2.0,1.0,43.0,214.0,5.0,3500.0,6e+05,0,0,0,0
4655321,1,1,1.0,2.0,1.0,35.0,264.0,3.0,3111.11108398438,8e+05,0,0,0,0
4655321,1,2,1.0,2.0,0.0,33.0,264.0,6.0,3797.7041015625,983619.6875,0,1,1,0
4655323,1,1,0.0,2.0,1.0,32.0,282.0,3.0,3181.81811523438,9e+05,0,0,0,0
4655325,1,1,1.0,2.0,1.0,24.0,276.0,6.0,3888.88891601562,1659166.625,0,1,1,0
4655327,1,1,1.0,3.0,0.0,49.0,227.0,5.0,3198.06665039062,944453,0,1,0,0
4655329,1,3,1.0,2.0,0.0,19.0,256.0,7.0,3888.88891601562,833333.3125,0,1,0,0
4655330,1,2,1.0,3.0,0.0,28.0,239.0,7.0,15400.0,3383333.25,0,0,0,0
4655331,1,5,1.0,1.0,1.0,21.0,288.0,6.0,5347.22216796875,1188211,0,1,0,0
4655332,1,1,1.0,3.0,1.0,35.0,240.0,7.0,10500.0,1800000,0,0,0,0
4655332,1,2,1.0,3.0,0.0,28.0,240.0,7.0,9333.3330078125,2397666.5,0,0,1,0
4655333,1,1,1.0,2.0,0.0,27.0,256.0,6.0,9722.22265625,2118211,0,1,1,0
4655333,1,2,0.0,2.0,1.0,30.0,256.0,6.0,3888.88891601562,8e+05,0,0,0,0
4655336,1,1,1.0,1.0,1.0,43.0,215.0,6.0,3797.7041015625,869453,0,1,0,0
4655336,1,2,0.0,1.0,0.0,48.0,215.0,4.0,2666.66674804688,160000,0,0,0,0
4655336,1,3,1.0,1.0,1.0,21.0,215.0,7.0,4375.0,1175711,0,1,0,0
4655339,1,1,1.0,3.0,1.0,32.0,247.0,7.0,10888.888671875,1700000,0,0,0,0
4655351,1,1,1.0,2.0,1.0,42.0,143.0,6.0,5833.33349609375,1348211,0,1,1,0
4655351,1,3,1.0,2.0,0.0,21.0,143.0,7.0,3888.88891601562,929877.6875,0,1,0,0
4655353,1,1,1.0,2.0,0.0,31.0,275.0,6.0,4277.77783203125,1229877.625,0,1,0,0
4658698,1,1,1.0,6.0,0.0,58.0,232.0,7.0,62708.33203125,12900000,0,0,0,0
4658698,1,3,1.0,6.0,1.0,29.0,232.0,7.0,56000.0,1.2e+07,0,0,0,0
4659016,1,3,1.0,3.0,0.0,29.0,223.0,7.0,9722.22265625,2166666.75,1,1,0,0
4659016,1,4,1.0,3.0,1.0,25.0,223.0,6.0,9333.3330078125,2166666.75,0,1,0,0
4659017,1,2,1.0,4.0,0.0,59.0,210.0,7.0,28311.111328125,4148333.5,0,0,0,0
4659017,1,5,1.0,4.0,1.0,24.0,210.0,7.0,4000.0,1288700,0,1,0,0
4660826,1,3,1.0,4.0,1.0,25.0,234.0,7.0,9722.22265625,2138211,0,1,0,0
4660827,1,3,1.0,2.0,0.0,32.0,235.0,7.0,7656.25,1252544.375,0,1,1,0
4660827,1,4,1.0,2.0,0.0,28.0,235.0,6.0,6708.33349609375,1329877.625,1,1,0,0
4660828,1,1,0.0,2.0,0.0,34.0,253.0,3.0,2592.59252929688,7e+05,0,0,0,0
4660829,1,1,1.0,2.0,1.0,22.0,222.0,7.0,3645.7958984375,781242,0,0,0,0
4660829,1,2,0.0,2.0,0.0,20.0,222.0,7.0,5185.18505859375,2e+05,0,0,0,0
4660830,1,3,1.0,2.0,0.0,24.0,184.0,7.0,10266.6669921875,2616666.75,0,0,0,0
4660832,1,2,0.0,3.0,1.0,44.0,251.0,4.0,4861.111328125,1e+06,0,0,0,0
4660832,1,4,1.0,3.0,0.0,23.0,251.0,7.0,4861.111328125,1185877.625,1,1,1,0
4660835,1,1,1.0,3.0,1.0,49.0,248.0,6.0,12152.77734375,2500000,0,0,0,0
4660835,1,2,1.0,3.0,0.0,53.0,248.0,6.0,8263.888671875,1799833.375,0,0,1,0
4660835,1,4,1.0,3.0,1.0,46.0,248.0,6.0,3797.7041015625,898619.6875,0,1,0,0
4660836,1,1,1.0,3.0,1.0,41.0,254.0,7.0,6319.4443359375,2113044.5,0,1,1,0
4660837,1,2,0.0,4.0,1.0,24.0,193.0,7.0,2666.66674804688,320000,0,0,0,0
4660839,1,1,1.0,2.0,1.0,41.0,241.0,7.0,3402.77783203125,1133333.375,0,1,0,0
4660839,1,2,0.0,2.0,0.0,27.0,241.0,6.0,2800.0,480000,0,0,0,0
4660841,1,1,1.0,4.0,0.0,66.0,217.0,7.0,15555.5556640625,3866666.75,0,0,0,0
4660842,1,6,1.0,2.0,1.0,34.0,151.0,7.0,21875.0,4533333.5,0,0,0,0
4660844,1,3,1.0,2.0,0.0,26.0,235.0,6.0,5347.22216796875,1194291.625,0,1,1,0
4660845,1,1,1.0,2.0,1.0,23.0,243.0,6.0,3797.7041015625,869453,0,1,0,0
4660846,1,1,1.0,2.0,1.0,34.0,263.0,6.0,4878.7880859375,1260000,0,1,0,0
4660846,1,2,1.0,2.0,0.0,32.0,263.0,6.0,4878.7880859375,1367000,0,1,1,0
4660847,1,1,1.0,2.0,1.0,40.0,359.0,6.0,5347.22216796875,1273211,0,1,1,0
4660847,1,2,1.0,2.0,0.0,39.0,359.0,6.0,3854.86108398438,941211,0,1,1,0
4660847,1,5,1.0,2.0,1.0,45.0,359.0,6.0,5347.22216796875,1279877.625,0,1,0,0
4660848,1,2,1.0,3.0,1.0,29.0,235.0,7.0,3888.88891601562,946544.3125,0,1,0,0
4660849,1,1,1.0,3.0,1.0,31.0,272.0,7.0,8400.0,2118666.75,1,0,1,0
4660850,1,5,1.0,4.0,1.0,29.0,202.0,7.0,10208.3330078125,2275000,0,0,0,0
4660850,1,6,1.0,4.0,0.0,27.0,202.0,7.0,7777.77783203125,1666666.625,0,0,0,0
4660851,1,2,1.0,2.0,0.0,32.0,263.0,7.0,12055.5556640625,3358333.25,0,0,0,0
4660852,1,1,1.0,4.0,1.0,59.0,217.0,7.0,12250.0,2275000,0,0,0,0
4660853,1,2,0.0,2.0,0.0,27.0,263.0,6.0,777.777770996094,60000,0,0,0,0
4660854,1,1,1.0,2.0,0.0,32.0,353.0,7.0,5833.33349609375,1366544.375,0,1,0,0
4660855,1,4,1.0,2.0,0.0,28.0,316.0,6.0,2333.33325195312,450833.34375,0,1,0,0
4660855,1,5,1.0,2.0,1.0,37.0,316.0,4.0,3698.11328125,1030000,0,1,1,0
4660856,1,1,1.0,2.0,1.0,61.0,243.0,5.0,5833.33349609375,1300000,0,1,0,0
4660856,1,3,1.0,2.0,1.0,30.0,243.0,7.0,6533.33349609375,1547666.625,0,1,1,0
4660857,1,1,1.0,2.0,1.0,23.0,231.0,6.0,4454.54541015625,1260000,0,0,0,0
4660857,1,2,1.0,2.0,0.0,19.0,231.0,5.0,3797.7041015625,1063742,0,1,1,0
4660857,1,4,0.0,2.0,0.0,52.0,231.0,1.0,388.888885498047,80000,0,0,0,0
4660860,1,1,1.0,2.0,1.0,29.0,340.0,6.0,4375.0,1094212,0,1,1,0
4660860,1,5,1.0,2.0,1.0,30.0,340.0,7.0,6319.4443359375,1300000,0,0,0,0
4660863,1,3,0.0,3.0,1.0,25.0,212.0,7.0,2916.66674804688,4e+05,0,0,0,0
4660865,1,3,1.0,2.0,1.0,30.0,230.0,7.0,5555.5556640625,1088211,0,1,0,0
4660868,1,1,0.0,2.0,0.0,31.0,355.0,6.0,3888.88891601562,958333.3125,0,0,0,0
4660869,1,2,0.0,2.0,0.0,30.0,353.0,6.0,4474.8857421875,1483333.375,0,0,0,0
4660870,1,3,1.0,3.0,1.0,35.0,183.0,7.0,22055.833984375,6789333,0,0,0,0
4660870,1,4,0.0,3.0,0.0,21.0,183.0,7.0,3888.88891601562,4e+05,0,0,0,0
4660871,1,1,1.0,3.0,1.0,27.0,353.0,7.0,6333.33349609375,2009166.625,0,1,1,0
4660874,1,3,0.0,2.0,1.0,49.0,214.0,4.0,4666.66650390625,1400000,0,0,0,0
4660875,1,2,1.0,3.0,0.0,30.0,263.0,7.0,11180.5556640625,2565000,0,0,0,0
4660876,1,2,1.0,2.0,0.0,41.0,272.0,7.0,3694.4443359375,380000,0,0,0,0
4660877,1,4,1.0,3.0,1.0,44.0,236.0,6.0,4375.0,1059044.375,0,1,0,0
4660877,2,2,0.0,3.0,0.0,33.0,236.0,7.0,4618.0556640625,950000,0,0,0,0
4660879,1,1,1.0,2.0,1.0,28.0,353.0,7.0,5833.33349609375,1318211,0,1,1,0
4660880,1,1,1.0,3.0,1.0,55.0,181.0,6.0,3111.11108398438,833333.3125,0,1,0,0
4660880,1,2,0.0,3.0,0.0,53.0,181.0,6.0,3888.88891601562,8e+05,0,0,0,0
4660880,1,3,1.0,3.0,1.0,27.0,181.0,7.0,7291.66650390625,1562500,0,1,0,0
4660880,1,4,1.0,3.0,0.0,23.0,181.0,7.0,4375.0,937500,0,1,0,0
4660881,1,2,1.0,2.0,0.0,48.0,229.0,4.0,3797.7041015625,933275.3125,0,1,0,0
4660881,1,3,1.0,2.0,0.0,29.0,229.0,7.0,4303.259765625,1037175.3125,0,1,0,0
4660881,1,4,1.0,2.0,0.0,22.0,229.0,7.0,4925.92578125,1119877.625,0,1,0,0
4660882,1,1,1.0,2.0,0.0,31.0,327.0,6.0,3797.7041015625,931953,0,1,0,0
4660883,1,3,1.0,3.0,0.0,33.0,195.0,7.0,7291.66650390625,1656000,0,1,1,0
4660884,1,1,1.0,2.0,1.0,50.0,254.0,5.0,4375.0,1063211,0,1,0,0
4660885,1,1,1.0,3.0,1.0,51.0,237.0,6.0,6319.4443359375,1454877.625,0,1,0,0
4660885,1,3,1.0,3.0,1.0,24.0,237.0,7.0,7291.66650390625,1588211,0,1,0,0
4660885,1,4,0.0,3.0,1.0,19.0,237.0,7.0,3797.7041015625,781242,0,0,0,0
4660886,1,1,1.0,2.0,1.0,23.0,213.0,6.0,3791.66674804688,390000,0,1,0,0
4660887,1,1,1.0,2.0,1.0,24.0,182.0,7.0,4861.111328125,1191544.375,0,1,0,0
4660887,1,2,1.0,2.0,0.0,21.0,182.0,6.0,7777.77783203125,1240711,1,1,0,0
4660888,1,1,1.0,2.0,1.0,48.0,331.0,6.0,5833.33349609375,1288700,0,1,0,0
4660888,1,2,1.0,2.0,0.0,40.0,331.0,6.0,3888.88891601562,924591.6875,0,1,0,0
4660888,1,3,0.0,2.0,0.0,19.0,331.0,6.0,3111.11108398438,880000,0,1,0,0
4660889,1,1,0.0,3.0,0.0,62.0,235.0,4.0,2187.5,487500,0,0,0,0
4660889,1,2,1.0,3.0,1.0,27.0,235.0,6.0,4583.33349609375,1100000,0,0,0,0
4660890,1,2,1.0,3.0,0.0,35.0,243.0,6.0,3797.7041015625,931953,0,1,0,0
4660891,1,1,1.0,4.0,1.0,58.0,214.0,7.0,26736.111328125,5875000,0,0,0,0
4660893,1,1,1.0,4.0,0.0,58.0,173.0,7.0,9722.22265625,2416666.75,0,0,0,0
4660893,1,2,1.0,4.0,0.0,63.0,173.0,7.0,12152.77734375,2954166.75,0,0,0,0
4660894,1,3,1.0,1.0,0.0,28.0,254.0,6.0,3797.7041015625,869453,0,1,0,0
4660895,1,1,0.0,1.0,1.0,59.0,221.0,3.0,3500.0,6e+05,0,0,0,0
4660895,1,2,1.0,1.0,0.0,31.0,221.0,7.0,3797.7041015625,994744.6875,0,1,1,0
4660895,1,5,0.0,1.0,1.0,66.0,221.0,3.0,3500.0,6e+05,0,0,0,0
4660896,1,1,1.0,3.0,1.0,60.0,226.0,4.0,5006.9443359375,1068333.375,0,1,0,0
4660896,1,3,1.0,3.0,0.0,30.0,226.0,7.0,5590.27783203125,1195833.375,0,1,0,0
4660897,1,1,1.0,4.0,1.0,62.0,215.0,7.0,18666.666015625,4668333.5,0,1,0,0
4660897,1,2,1.0,4.0,0.0,53.0,215.0,7.0,58333.33203125,1.5e+07,0,0,0,0
4660899,1,1,1.0,4.0,0.0,38.0,281.0,7.0,24572.916015625,5455000,0,0,0,0
4660900,1,1,1.0,2.0,0.0,47.0,233.0,5.0,4487.1796875,1062500,0,1,0,0
4660905,1,1,1.0,3.0,1.0,59.0,173.0,7.0,3611.11108398438,1391666.625,1,1,0,0
4660905,1,3,0.0,3.0,0.0,24.0,173.0,7.0,3402.77783203125,7e+05,0,0,0,0
4660905,1,4,1.0,3.0,1.0,23.0,173.0,7.0,4375.0,9e+05,0,1,0,0
4660908,1,1,1.0,3.0,0.0,36.0,281.0,7.0,4718.5185546875,1075000,0,1,1,0
4660908,1,2,1.0,3.0,1.0,24.0,281.0,7.0,17629.62890625,3825000,0,0,0,0
4660911,1,1,1.0,4.0,0.0,53.0,266.0,7.0,48611.109375,10791667,0,0,0,0
4660912,1,1,1.0,2.0,1.0,29.0,272.0,6.0,5303.0302734375,1105000,0,1,1,0
4660912,1,2,1.0,2.0,0.0,28.0,272.0,7.0,4557.2451171875,977908.6875,0,1,1,0
4660915,1,1,1.0,3.0,0.0,55.0,206.0,7.0,18491.666015625,3634166.75,0,1,0,0
4660918,1,1,1.0,3.0,0.0,38.0,204.0,7.0,8861.1884765625,1960673,0,0,1,0
4660921,1,1,0.0,2.0,0.0,41.0,191.0,5.0,4666.66650390625,720000,0,0,0,0
4660921,1,2,1.0,2.0,1.0,21.0,191.0,6.0,4797.10009765625,884453,0,1,0,0
4660921,1,3,1.0,2.0,0.0,20.0,191.0,6.0,4557.2451171875,931953,0,1,0,0
4660923,1,3,1.0,2.0,1.0,24.0,203.0,7.0,11666.6669921875,2500000,0,0,0,0
4660925,1,1,1.0,2.0,0.0,56.0,217.0,5.0,3809.52392578125,8e+05,0,0,0,0
4660926,1,1,1.0,3.0,0.0,28.0,362.0,6.0,3797.7041015625,938286.3125,0,1,1,0
4660927,1,1,1.0,3.0,1.0,31.0,353.0,7.0,3797.7041015625,927011.3125,0,1,1,0
4660928,1,4,1.0,3.0,0.0,44.0,221.0,7.0,15555.5556640625,3450000,0,0,0,0
4660928,1,5,1.0,3.0,1.0,26.0,221.0,6.0,7777.77783203125,1834877.625,0,1,1,0
4660929,1,1,1.0,3.0,0.0,36.0,212.0,4.0,4666.66650390625,1380687.375,0,1,1,0
4660929,1,3,0.0,3.0,0.0,18.0,212.0,7.0,3797.7041015625,781242,0,0,0,0
4660930,1,2,1.0,3.0,1.0,32.0,235.0,5.0,3166.66674804688,1416666.625,0,1,0,0
4660935,1,1,1.0,3.0,1.0,23.0,243.0,6.0,4139.78515625,1175000,0,0,0,0
4660936,1,2,1.0,2.0,0.0,29.0,253.0,7.0,4377.33349609375,983000,0,1,0,0
4660936,1,3,1.0,2.0,1.0,45.0,253.0,6.0,7000.0,1680000,0,1,1,0
4660937,1,1,0.0,3.0,1.0,52.0,200.0,6.0,3888.88891601562,833333.3125,0,1,0,0
4660937,1,2,0.0,3.0,0.0,44.0,200.0,6.0,3888.88891601562,833333.3125,0,1,0,0
4660937,1,3,0.0,3.0,1.0,22.0,200.0,7.0,3888.88891601562,833333.3125,0,1,0,0
4660937,1,4,0.0,3.0,0.0,20.0,200.0,7.0,3888.88891601562,833333.3125,0,1,0,0
4660938,1,3,1.0,2.0,1.0,25.0,214.0,6.0,5833.33349609375,1300000,0,1,0,0
4660939,1,1,1.0,2.0,1.0,62.0,217.0,6.0,3797.7041015625,932744.6875,0,1,0,0
4660940,1,5,1.0,3.0,0.0,49.0,228.0,6.0,4375.0,988611,0,1,0,0
4660940,1,6,1.0,3.0,0.0,48.0,228.0,6.0,3798.47216796875,932111,0,1,0,0
4660940,1,7,1.0,3.0,1.0,47.0,228.0,6.0,3798.47216796875,839733.3125,0,0,0,0
4660943,1,2,0.0,3.0,1.0,56.0,195.0,7.0,2187.5,225000,0,0,0,0
4660945,1,1,1.0,3.0,1.0,24.0,243.0,6.0,2138.88891601562,782500,0,1,0,0
4660948,1,1,1.0,3.0,1.0,43.0,180.0,6.0,4861.111328125,1096666.625,0,0,1,0
4660948,1,2,0.0,3.0,0.0,42.0,180.0,6.0,875.0,60000,0,0,0,0
4660948,1,5,1.0,3.0,0.0,20.0,180.0,7.0,3797.7041015625,902786.3125,0,1,0,0
4660950,1,5,0.0,3.0,1.0,28.0,220.0,7.0,3797.7041015625,869453,0,1,0,0
4660951,1,2,1.0,3.0,0.0,41.0,263.0,6.0,3797.7041015625,869453,0,1,0,0
4660952,1,1,1.0,3.0,1.0,23.0,213.0,6.0,5347.22216796875,1183333.375,0,1,1,0
4660952,1,2,0.0,3.0,0.0,20.0,213.0,6.0,3033.33325195312,780000,0,0,0,0
4660953,1,3,1.0,2.0,0.0,30.0,279.0,7.0,3797.7041015625,869453,0,1,0,0
4660954,1,1,1.0,3.0,0.0,51.0,266.0,4.0,3797.7041015625,931953,1,1,0,0
4660955,1,1,1.0,2.0,1.0,53.0,257.0,5.0,4402.515625,1400000,0,0,0,0
4660955,1,3,1.0,2.0,1.0,26.0,257.0,7.0,11666.6669921875,2291666.75,1,0,0,0
4660956,1,2,1.0,3.0,1.0,22.0,237.0,7.0,5833.33349609375,1291666.625,0,1,0,0
4660958,1,1,0.0,3.0,1.0,60.0,236.0,5.0,5555.5556640625,5e+05,0,0,0,0
4660959,1,1,1.0,3.0,0.0,54.0,253.0,7.0,4375.0,1059044.375,0,1,0,0
4660961,1,1,1.0,3.0,1.0,35.0,371.0,7.0,3797.7041015625,945286.3125,0,1,1,0
4660963,1,1,1.0,3.0,1.0,23.0,222.0,7.0,5104.16650390625,1148266.625,0,1,1,0
4660963,1,2,1.0,3.0,0.0,22.0,222.0,6.0,4583.33349609375,1166666.625,0,1,0,0
4660966,1,1,1.0,3.0,1.0,39.0,235.0,4.0,8750.0,2120000,0,1,1,0
4660966,1,2,1.0,3.0,0.0,55.0,235.0,6.0,3796.52783203125,928033.3125,0,1,0,0
4660968,1,6,1.0,3.0,0.0,21.0,170.0,7.0,11666.6669921875,2e+06,0,0,0,0
4660969,1,1,0.0,3.0,0.0,36.0,275.0,4.0,3125.0,750000,0,0,0,0
4660970,1,1,1.0,3.0,0.0,59.0,224.0,4.0,3797.7041015625,843742,1,0,0,0
4660970,1,2,1.0,3.0,1.0,20.0,224.0,6.0,6319.4443359375,1408333.375,0,0,0,0
4660972,1,2,0.0,2.0,1.0,38.0,218.0,5.0,2222.22216796875,6e+05,0,0,0,0
4660972,1,6,1.0,2.0,0.0,33.0,218.0,6.0,3888.88891601562,864333.3125,0,1,1,0
4660973,1,1,0.0,1.0,0.0,37.0,241.0,5.0,2657.40747070312,833916.6875,0,0,0,0
4660973,2,1,1.0,1.0,1.0,32.0,241.0,7.0,4734.29931640625,1500000,0,1,0,0
4660974,1,1,1.0,2.0,1.0,40.0,362.0,7.0,8375.888671875,2367683.25,0,0,1,0
4660974,1,2,1.0,2.0,0.0,31.0,362.0,7.0,19444.4453125,4333333.5,0,0,0,0
4660975,1,1,1.0,2.0,0.0,32.0,427.0,7.0,4666.66650390625,1028333.3125,0,1,1,0
4660975,1,2,1.0,2.0,1.0,38.0,427.0,7.0,4375.0,1028333.3125,0,1,1,0
4660975,1,6,1.0,2.0,1.0,53.0,427.0,6.0,3797.7041015625,932744.6875,0,1,0,0
4660976,1,2,1.0,2.0,0.0,33.0,281.0,7.0,4407.4072265625,1071044.375,0,1,1,0
4660977,1,1,1.0,2.0,1.0,24.0,302.0,6.0,3797.7041015625,936119.6875,0,1,0,0
4660977,1,2,0.0,2.0,0.0,22.0,302.0,5.0,2800.0,616666.6875,0,0,0,0
4660979,1,1,1.0,3.0,0.0,26.0,355.0,7.0,3798.47216796875,869066.6875,0,1,1,0
4660980,1,1,1.0,3.0,0.0,31.0,513.0,5.0,3797.7041015625,1021786.3125,0,1,1,0
